Sector_score,PARA_A,Risk_A,PARA_B,Risk_B,Money_Value,Risk_D,Score,Inherent_Risk,Audit_Risk,Risk
15.56,3.73,2.238,2.82,1.692,160.41,96.246,5.2,104.976,62.9856,1
15.56,0,0,0,0,23.97,14.382,2.8,16.582,9.9492,1
17.68,2.52,1.512,20.28,12.168,70.56,42.336,4.4,58.216,34.9296,1
21.61,3.14,1.884,5.68,3.408,11.33,6.798,4.6,15.09,6.036,1
21.61,0.88,0.176,1.07,0.428,0.76,0.152,2.6,2.156,0.4312,0
21.61,0.8,0.16,0.82,0.164,1.32,0.264,2,1.988,0.3976,0
21.61,0.7,0.14,0.72,0.144,0,0,2,1.684,0.3368,0
21.61,0,0,0.39,0.078,0.24,0.048,2,1.526,0.3052,0
21.61,0.33,0.066,0,0,0,0,2,1.466,0.2932,0
21.61,0.28,0.056,0.16,0.032,0,0,2,1.488,0.2976,0
21.61,0.19,0.038,0.27,0.054,0.65,0.13,2,1.622,0.3244,0
21.61,0.53,0.106,0.62,0.124,0.01,0.002,2,1.632,0.3264,0
21.61,0.46,0.092,0.88,0.176,0.58,0.116,2,1.784,0.3568,0
21.61,0.31,0.062,0.28,0.056,0,0,2,1.518,0.3036,0
21.61,85,51,1.06,0.424,0,0,3.4,53.624,32.1744,1
21.61,0.75,0.15,0.9,0.18,1.4,0.28,2,2.01,0.402,0
21.61,0.85,0.17,0.93,0.186,0,0,2,1.756,0.3512,0
21.61,0.34,0.068,0.36,0.072,0.03,0.006,2,1.546,0.3092,0
21.61,0.66,0.132,0.81,0.162,0.03,0.006,2,1.7,0.34,0
21.61,0.59,0.118,0.69,0.138,0,0,2,1.656,0.3312,0
21.61,0.61,0.122,0.63,0.126,0,0,2,1.648,0.3296,0
21.61,0.72,0.144,0.8,0.16,0.02,0.004,2,1.708,0.3416,0
21.61,0.37,0.074,0.1,0.02,0,0,2,1.494,0.2988,0
21.61,0.62,0.124,0.71,0.142,0.08,0.016,2,1.682,0.3364,0
21.61,0.98,0.196,1.14,0.456,0,0,2.6,2.052,0.4104,0
21.61,0.32,0.064,0,0,0,0,2,1.464,0.2928,0
21.61,0.56,0.112,0.63,0.126,0.09,0.018,2,1.656,0.3312,0
21.61,0.54,0.108,0.56,0.112,0.8,0.16,2,1.78,0.356,0
21.61,0.63,0.126,0.69,0.138,0.32,0.064,2,1.728,0.3456,0
21.61,0.37,0.074,0.46,0.092,0,0,2,1.566,0.3132,0
21.61,0,0,0,0,0,0,2,1.4,0.28,0
21.61,0.29,0.058,0.33,0.066,0,0,2,1.524,0.3048,0
21.61,0.67,0.134,0.76,0.152,0,0,2,1.686,0.3372,0
21.61,0.43,0.086,0,0,0,0,2,1.486,0.2972,0
21.61,0.67,0.134,0.75,0.15,0.39,0.078,2,1.762,0.3524,0
21.61,0.84,0.168,1.09,0.436,0,0,2.6,2.004,0.4008,0
21.61,0.52,0.104,0.68,0.136,0,0,2,1.64,0.328,0
21.61,0.38,0.076,0.48,0.096,0.33,0.066,2,1.638,0.3276,0
21.61,0.19,0.038,0.23,0.046,0,0,2,1.484,0.2968,0
21.61,0.27,0.054,0.35,0.07,0,0,2,1.524,0.3048,0
21.61,0.34,0.068,0.27,0.054,0,0,2,1.522,0.3044,0
21.61,0.02,0.004,0.66,0.132,0,0,2,1.536,0.3072,0
21.61,0,0,0,0,0.03,0.006,2,1.406,0.2812,0
21.61,0,0,0,0,0,0,2,1.4,0.28,0
59.85,1.94,0.776,6.69,4.014,13.3,7.98,4.8,16.57,13.256,1
59.85,0,0,0,0,0.29,0.058,2,1.458,0.2916,0
59.85,0,0,0,0,3.3,0.66,2,2.06,0.412,0
59.85,0.27,0.054,0,0,16.09,9.654,2.4,11.108,2.2216,1
59.85,0,0,0,0,1.44,0.288,2,1.688,0.3376,0
59.85,0.03,0.006,0,0,1.66,0.332,2,1.738,0.3476,0
59.85,0,0,0,0,0.19,0.038,2,1.438,0.2876,0
59.85,0,0,0,0,0.7,0.14,2,1.54,0.308,0
59.85,0.05,0.01,0,0,0.63,0.126,2,1.536,0.3072,0
59.85,0,0,0,0,0.93,0.186,2,1.586,0.3172,0
59.85,0.03,0.006,0,0,1.22,0.244,2,1.65,0.33,0
59.85,0,0,0,0,1.2,0.24,2.2,2.04,0.816,0
59.85,0.01,0.002,0.11,0.022,1.03,0.206,2,1.63,0.326,0
59.85,0,0,0,0,2.86,0.572,2,1.972,0.3944,0
59.85,0.03,0.006,0,0,1.55,0.31,2,1.716,0.3432,0
59.85,0,0,0,0,2.39,0.478,2,1.878,0.3756,0
59.85,0.07,0.014,0,0,10.4,6.24,2.4,7.654,1.5308,1
59.85,0,0,0,0,1.3,0.26,2.2,2.06,0.824,0
59.85,0.31,0.062,0,0,0,0,2,1.462,0.2924,0
59.85,0.15,0.03,0,0,0.05,0.01,2,1.44,0.288,0
59.85,0,0,0,0,0,0,2,1.4,0.28,0
59.85,0.01,0.002,0,0,0.6,0.12,2,1.522,0.3044,0
59.85,0.15,0.03,0,0,0,0,2,1.43,0.286,0
59.85,0.2,0.04,0.28,0.056,0,0,2,1.496,0.2992,0
59.85,0.06,0.012,0,0,0,0,2,1.412,0.2824,0
59.85,0.3,0.06,0,0,0,0,2,1.46,0.292,0
59.85,0,0,0,0,0,0,2,1.4,0.28,0
59.85,0,0,0,0,0,0,2,1.4,0.28,0
59.85,0.29,0.058,0,0,0.04,0.008,2,1.466,0.2932,0
59.85,0.48,0.096,0,0,0,0,2,1.496,0.2992,0
59.85,0.39,0.078,0.39,0.078,0.17,0.034,2.2,1.99,0.796,0
59.85,0.21,0.042,0,0,0.33,0.066,2.2,1.908,0.7632,0
59.85,0,0,0,0,0,0,2,1.4,0.28,0
59.85,0.42,0.084,0,0,0,0,2.2,1.884,0.7536,0
59.85,0.04,0.008,0,0,0.22,0.044,2,1.452,0.2904,0
59.85,0,0,0.22,0.044,0,0,2,1.444,0.2888,0
59.85,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0.29,0.058,0.39,0.078,0.05,0.01,2.4,2.746,0.5492,0
55.57,0,0,1.96,0.784,0.4,0.08,2.6,2.264,0.4528,0
55.57,2.24,1.344,7.26,4.356,0.24,0.048,3.6,7.148,1.4296,1
55.57,0.62,0.124,0.42,0.084,0,0,2,1.608,0.3216,0
55.57,1.7,0.68,5.91,3.546,3.68,0.736,3.6,6.762,2.7048,1
55.57,0.95,0.19,0.72,0.144,0,0,2.2,2.134,0.8536,0
55.57,0,0,0,0,85.05,51.03,3.2,54.43,32.658,1
55.57,2.59,1.554,111.9,67.14,8.47,3.388,4.2,74.282,44.5692,1
55.57,6.48,3.888,43.08,25.848,253.12,151.872,4.8,185.008,222.0096,1
55.57,1.2,0.48,0.54,0.108,0.45,0.09,2.2,2.078,0.4156,0
55.57,0.26,0.052,0.21,0.042,0.05,0.01,2,1.504,0.3008,0
55.57,0.7,0.14,0.19,0.038,0,0,2,1.578,0.3156,0
55.57,1.59,0.636,0.13,0.026,0.11,0.022,2.2,2.084,0.4168,0
55.57,0,0,0,0,0.02,0.004,2,1.404,0.2808,0
55.57,3.14,1.884,4.97,2.982,6.41,2.564,4,9.23,3.692,1
55.57,0.68,0.136,1.47,0.588,0,0,2.6,2.124,0.4248,0
55.57,0.67,0.134,1.71,0.684,0,0,2.6,2.218,0.4436,0
55.57,2.54,1.524,5.52,3.312,0.49,0.098,3.6,6.334,1.2668,1
55.57,1.84,0.736,4.25,2.55,0.82,0.164,3.4,4.85,0.97,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,3.1,1.86,4.66,2.796,0.59,0.118,3.6,6.174,1.2348,1
55.57,0.79,0.158,0.46,0.092,0.28,0.056,2,1.706,0.3412,0
55.57,0.38,0.076,0.09,0.018,0,0,2,1.494,0.2988,0
55.57,2.41,1.446,4.69,2.814,0.25,0.05,3.6,5.71,1.142,1
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,1.26,0.504,1.58,0.632,6.5,2.6,3,5.136,1.0272,1
55.57,0.6,0.12,0.46,0.092,0,0,2,1.612,0.3224,0
55.57,1.24,0.496,2.27,1.362,0,0,3.8,4.058,2.4348,1
55.57,0,0,0,0,0,0,2.4,2.2,1.32,1
55.57,0.0006,0.00012,1.11,0.444,0,0,3,2.64412,1.586472,1
55.57,1.49,0.596,2.34,1.404,0.25,0.05,3.4,3.45,0.69,0
55.57,1.27,0.508,2,1.2,0.18,0.036,3.4,3.144,0.6288,0
55.57,2.42,1.452,3.53,2.118,6.31,2.524,3.8,7.494,1.4988,1
55.57,0.69,0.138,0.81,0.162,0,0,2,1.7,0.34,0
55.57,1.85,0.74,4.16,2.496,0.51,0.102,3.4,4.738,0.9476,0
55.57,1.85,0.74,4.16,2.496,1.65,0.33,3.4,4.966,0.9932,0
55.57,2.45,1.47,5.47,3.282,5.61,2.244,3.8,8.396,1.6792,1
55.57,0.54,0.108,0.67,0.134,0,0,2,1.642,0.3284,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,1.45,0.58,5.79,3.474,0.69,0.138,3.4,5.592,1.1184,1
55.57,0.84,0.168,0,0,0,0,2,1.568,0.3136,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0.11,0.022,0,0,0,0,2,1.422,0.2844,0
55.57,0.49,0.098,0,0,0,0,2,1.498,0.2996,0
55.57,0.41,0.082,0,0,0,0,2,1.482,0.2964,0
55.57,0.56,0.112,0,0,0,0,2,1.512,0.3024,0
55.57,0.87,0.174,0,0,0.1,0.02,2,1.594,0.3188,0
55.57,0.5,0.1,0,0,0,0,2,1.5,0.3,0
55.57,0,0,0,0,0.02,0.004,2,1.404,0.2808,0
55.57,0.38,0.076,0.49,0.098,0,0,2,1.574,0.3148,0
55.57,0,0,0.03,0.006,0,0,2,1.406,0.2812,0
55.57,0.17,0.034,0,0,0,0,2,1.434,0.2868,0
55.57,0.84,0.168,0,0,0,0,2.2,1.968,0.7872,0
55.57,0.49,0.098,4.78,2.868,0,0,3.2,4.366,0.8732,0
55.57,0.67,0.134,0.41,0.082,0.99,0.198,2.2,2.214,0.8856,0
55.57,0.45,0.09,8.27,4.962,9.43,3.772,3.6,10.624,4.2496,1
55.57,0,0,0,0,0,0,2.2,1.8,0.72,0
55.57,0.68,0.136,0,0,0,0,2.2,1.936,0.7744,0
55.57,0.99,0.198,0,0,0,0,2.2,1.998,0.7992,0
55.57,0.29,0.058,0,0,0,0,2.2,1.858,0.7432,0
55.57,1.67,0.668,0,0,0.06,0.012,2.4,2.48,0.992,0
55.57,1.05,0.42,2.17,1.302,0,0,3.6,3.522,1.4088,1
55.57,0.74,0.148,0,0,0,0,2.4,2.348,1.4088,1
55.57,0,0,0,0,0,0,2.4,2.2,1.32,1
55.57,0.51,0.102,1.36,0.544,0,0,2.6,2.046,0.4092,0
55.57,0.74,0.148,0,0,0.15,0.03,2,1.578,0.3156,0
55.57,0.23,0.046,0,0,,0,2,1.446,0.2892,0
55.57,0,0,1.3,0.52,0,0,2.6,1.92,0.384,0
55.57,0.49,0.098,0,0,0,0,2,1.498,0.2996,0
55.57,0.73,0.146,0,0,0,0,2,1.546,0.3092,0
55.57,0.28,0.056,0.25,0.05,0,0,2,1.506,0.3012,0
55.57,0.32,0.064,0,0,0,0,2.2,1.864,0.7456,0
55.57,0.21,0.042,0,0,0,0,2,1.442,0.2884,0
55.57,1.63,0.652,0,0,0,0,2.2,2.052,0.4104,0
55.57,0.8,0.16,0,0,0,0,2,1.56,0.312,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0.83,0.166,0,0,0,0,2,1.566,0.3132,0
55.57,0.57,0.114,1.26,0.504,0.1,0.02,2.6,2.038,0.4076,0
55.57,0.71,0.142,0,0,0,0,2,1.542,0.3084,0
55.57,0.15,0.03,0,0,0,0,2,1.43,0.286,0
55.57,1.26,0.504,0,0,0,0,2.2,1.904,0.3808,0
55.57,0,0,0,0,0.01,0.002,2,1.402,0.2804,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0.09,0.018,0,0,0,0,2,1.418,0.2836,0
55.57,0.51,0.102,0.03,0.006,0,0,2,1.508,0.3016,0
55.57,0.49,0.098,0,0,0.02,0.004,2,1.502,0.3004,0
55.57,1.1,0.44,0,0,0,0,2.2,1.84,0.368,0
55.57,1.14,0.456,0,0,0,0,2.4,2.256,0.9024,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,2.3,1.38,0,0,0,0,2.4,2.78,0.556,0
55.57,1.6,0.64,0.49,0.098,88.34,53.004,2.6,55.142,11.0284,1
55.57,1.49,0.596,0,0,0,0,2.2,1.996,0.3992,0
55.57,0.24,0.048,0,0,0,0,2,1.448,0.2896,0
55.57,0.42,0.084,0,0,0,0,2,1.484,0.2968,0
55.57,1.07,0.428,0.16,0.032,0,0,2.2,1.86,0.372,0
55.57,1.39,0.556,0,0,0,0,2.2,1.956,0.3912,0
55.57,0.07,0.014,0,0,0,0,2,1.414,0.2828,0
55.57,0.49,0.098,0.4,0.08,0,0,2,1.578,0.3156,0
55.57,0.88,0.176,0.54,0.108,0.11,0.022,2,1.706,0.3412,0
55.57,0,0,1.74,0.696,0,0,2.6,2.096,0.4192,0
55.57,1.28,0.512,0,0,0.22,0.044,2.2,1.956,0.3912,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0.21,0.042,0,0,0,0,2,1.442,0.2884,0
55.57,0.92,0.184,0,0,0,0,2,1.584,0.3168,0
55.57,0.17,0.034,0,0,0,0,2,1.434,0.2868,0
55.57,0.26,0.052,0.0021,0.00042,0,0,2,1.45242,0.290484,0
55.57,0.78,0.156,0,0,0,0,2,1.556,0.3112,0
55.57,0.98,0.196,0,0,0,0,2,1.596,0.3192,0
55.57,0.27,0.054,0.0017,0.00034,0,0,2,1.45434,0.290868,0
55.57,0.41,0.082,0.11,0.022,0,0,2,1.504,0.3008,0
55.57,0.74,0.148,0,0,0.71,0.142,2,1.69,0.338,0
55.57,0.82,0.164,2.92,1.752,0,0,3.2,3.316,0.6632,0
55.57,0,0,11.68,7.008,0,0,3.2,8.408,1.6816,1
55.57,0.61,0.122,0,0,0,0,2,1.522,0.3044,0
55.57,0.62,0.124,0.47,0.094,0.58,0.116,2,1.734,0.3468,0
55.57,0,0,0,0,3.57,0.714,2,2.114,0.4228,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,1.08,0.432,0,0,0,0,2.2,1.832,0.3664,0
55.57,0.7,0.14,0,0,0,0,2,1.54,0.308,0
55.57,1.36,0.544,0,0,0,0,2.2,1.944,0.3888,0
55.57,0,0,5.24,3.144,0,0,3.2,4.544,0.9088,0
55.57,0.32,0.064,0.17,0.034,0,0,2,1.498,0.2996,0
55.57,0.33,0.066,0.0013,0.00026,0,0,2,1.46626,0.293252,0
55.57,1.08,0.432,0.92,0.184,0.04,0.008,2.2,2.024,0.4048,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0.6,0.12,0,0,0,0,2,1.52,0.304,0
55.57,0.76,0.152,0,0,0,0,2,1.552,0.3104,0
55.57,0,0,2.99,1.794,0.06,0.012,3.2,3.206,0.6412,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0.49,0.098,0.28,0.056,0.07,0.014,2,1.568,0.3136,0
55.57,0,0,0.81,0.162,0,0,2,1.562,0.3124,0
55.57,0.41,0.082,0,0,0,0,2,1.482,0.2964,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0.82,0.164,0,0,0,0,2,1.564,0.3128,0
55.57,0.32,0.064,0.0009,0.00018,0,0,2,1.46418,0.292836,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0,0,0,0,0,0,2.4,2.2,1.32,1
55.57,1.06,0.424,0.63,0.126,0.9,0.18,2.6,2.93,1.758,1
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0,0,0,0,0.13,0.026,2,1.426,0.2852,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0.51,0.102,1.63,0.652,1.8,0.36,2.6,2.514,0.5028,0
55.57,1.06,0.424,0,0,0,0,2.2,1.824,0.3648,0
55.57,0.71,0.142,0.25,0.05,0,0,2,1.592,0.3184,0
55.57,0,0,8.49,5.094,0.43,0.086,3.2,6.58,1.316,1
55.57,1.6,0.64,0,0,0,0,2.2,2.04,0.408,0
55.57,0.3,0.06,0.0023,0.00046,0,0,2,1.46046,0.292092,0
55.57,0.47,0.094,0.46,0.092,0.42,0.084,2,1.67,0.334,0
55.57,0,0,0,0,0.02,0.004,2,1.404,0.2808,0
55.57,1.19,0.476,0,0,0,0,2.2,1.876,0.3752,0
55.57,0,0,1.29,0.516,0,0,2.6,1.916,0.3832,0
55.57,0.7,0.14,0.79,0.158,1.91,0.382,2.4,3.28,0.656,0
55.57,0.83,0.166,0,0,0.14,0.028,2,1.594,0.3188,0
55.57,0.74,0.148,0,0,2.4,0.48,2,2.028,0.4056,0
55.57,0.2,0.04,0,0,0,0,2,1.44,0.288,0
55.57,1.4,0.56,0.06,0.012,0,0,2.2,1.972,0.3944,0
55.57,0.4,0.08,0.0025,0.0005,0,0,2,1.4805,0.2961,0
55.57,0.85,0.17,1,0.4,0.4,0.08,2.6,2.05,0.41,0
55.57,0,0,0.88,0.176,0.07,0.014,2,1.59,0.318,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,1.12,0.448,0,0,0,0,2.2,1.848,0.3696,0
55.57,1.28,0.512,0,0,0,0,2.2,1.912,0.3824,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0,0,1.16,0.464,0,0,2.6,1.864,0.3728,0
55.57,0.1,0.02,0,0,0,0,2,1.42,0.284,0
55.57,1.06,0.424,1.6,0.64,16.09,9.654,3.2,12.118,2.4236,1
55.57,0.25,0.05,0.0017,0.00034,0,0,2,1.45034,0.290068,0
55.57,0.31,0.062,0.0015,0.0003,0,0,2,1.4623,0.29246,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0.84,0.168,0,0,0,0,2,1.568,0.3136,0
55.57,1.09,0.436,0,0,0,0,2.2,1.836,0.3672,0
55.57,1.29,0.516,0,0,0,0,2.2,1.916,0.3832,0
55.57,0.51,0.102,0.37,0.074,0,0,2,1.576,0.3152,0
55.57,0.09,0.018,0,0,0,0,2,1.418,0.2836,0
55.57,0.39,0.078,0.91,0.182,0,0,2,1.66,0.332,0
55.57,1.07,0.428,0,0,0,0,2.2,1.828,0.3656,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0.5,0.1,2.97,1.782,0.18,0.036,3.2,3.318,0.6636,0
55.57,0.49,0.098,0.55,0.11,0,0,2,1.608,0.3216,0
55.57,0.84,0.168,0.65,0.13,0,0,2,1.698,0.3396,0
55.57,0.9,0.18,1.11,0.444,0,0,2.6,2.024,0.4048,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0.59,0.118,0,0,0,0,2,1.518,0.3036,0
55.57,0.02,0.004,0,0,0,0,2,1.404,0.2808,0
55.57,1.48,0.592,4.48,2.688,0,0,3.4,4.68,0.936,0
55.57,0,0,3.3,1.98,0,0,3.2,3.38,0.676,0
55.57,0.8,0.16,0.57,0.114,0,0,2,1.674,0.3348,0
55.57,0.36,0.072,0.54,0.108,0.21,0.042,2,1.622,0.3244,0
55.57,0.44,0.088,0.53,0.106,0,0,2,1.594,0.3188,0
55.57,0.51,0.102,0.5,0.1,0.09,0.018,2,1.62,0.324,0
55.57,0.75,0.15,0.45,0.09,0,0,2,1.64,0.328,0
55.57,0.49,0.098,0.4,0.08,0,0,2,1.578,0.3156,0
55.57,0.47,0.094,0.37,0.074,0,0,2,1.568,0.3136,0
55.57,0.24,0.048,0.04,0.008,0,0,2,1.456,0.2912,0
55.57,0.2,0.04,0,0,0,0,2,1.44,0.288,0
55.57,0,0,0,0,0.32,0.064,2,1.464,0.2928,0